age,campaign,previous,marital,education,default,housing,loan,contact,month,day_of_week,duration_group,emp.var.rate_sign,cons.conf.idx_group,admin.,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,y
30,2,0,1,6,0,1,1,0,0,2,7,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
30,1,0,0,6,0,0,0,0,5,3,4,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
36,1,0,2,6,0,0,0,0,5,4,3,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
46,5,0,1,6,0,1,0,1,3,1,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
31,2,0,1,5,0,1,0,0,2,4,4,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
39,3,0,1,3,0,1,0,0,4,1,3,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
38,2,0,2,6,0,1,0,1,4,3,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
49,2,0,1,3,0,1,0,0,1,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,1,0,2,5,0,1,0,1,6,1,1,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
45,2,0,1,2,0,1,0,0,4,3,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
28,3,0,2,2,0,1,1,0,4,3,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
42,3,0,1,2,0,0,0,0,2,3,7,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
26,1,0,2,3,0,0,0,0,0,4,1,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
37,2,0,1,5,0,1,0,1,3,2,6,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
58,2,0,1,0,0,0,0,1,4,4,6,-1.0,2,0,0,0,1,0,0,0,0,0,0,0,1
26,1,0,2,6,0,1,0,0,0,3,1,-1.0,2,0,0,0,0,0,0,0,0,0,0,1,1
26,1,0,2,2,0,0,0,0,0,1,5,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
26,1,0,2,6,0,1,0,0,0,3,1,-1.0,2,0,0,0,0,0,0,0,0,0,0,1,1
39,4,0,2,5,0,0,0,1,3,1,4,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
44,1,0,1,2,0,1,0,0,2,1,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
36,2,0,1,6,0,1,0,0,2,4,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
31,2,0,2,5,0,0,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
41,1,0,1,6,0,0,1,1,3,2,6,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
58,6,0,1,0,0,0,0,0,1,3,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,1,1,2,5,0,0,0,0,5,0,5,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
33,1,0,2,6,0,0,0,0,4,1,6,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
33,2,0,2,6,0,1,0,0,2,0,6,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
57,2,0,0,6,0,0,0,0,0,4,2,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
34,3,0,1,1,0,0,0,0,2,4,7,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
34,3,0,1,1,0,0,0,0,2,4,7,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
42,5,0,1,5,0,1,0,1,3,0,2,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
30,1,0,1,2,0,0,0,0,5,2,6,-1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
33,3,0,1,3,0,0,0,1,4,0,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,2,0,1,2,0,1,0,0,4,3,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
48,2,0,1,6,0,0,0,0,0,2,3,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,1
47,6,0,1,6,0,0,0,0,1,1,3,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,1,0,1,3,0,1,1,0,4,2,5,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
30,3,0,1,2,0,1,0,1,0,2,4,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
33,1,0,2,2,0,1,0,0,2,3,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
37,1,0,2,3,0,1,0,0,5,4,4,-1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
27,1,0,2,3,0,1,0,0,0,0,1,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
36,1,0,1,0,0,1,1,0,4,2,5,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
50,2,0,0,3,0,1,1,0,2,1,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
54,1,0,1,3,0,1,0,0,4,2,5,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
31,1,0,1,1,0,1,0,1,4,0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,1,0,1,6,0,0,0,0,0,1,1,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
30,1,0,2,6,0,0,0,0,0,2,6,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
35,1,0,2,5,0,1,0,1,5,0,1,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
50,2,0,1,0,0,1,0,1,5,3,1,-1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
39,1,0,1,6,0,0,0,0,0,2,2,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
48,2,0,1,2,0,0,0,0,1,4,6,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,1,0,1,0,0,0,0,0,4,3,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
32,3,0,2,5,0,1,0,0,1,3,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
28,1,0,2,3,0,0,0,0,0,1,0,-1.0,2,0,0,0,0,0,0,0,0,0,0,1,1
41,1,0,0,5,0,1,0,0,0,2,3,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
26,3,1,2,3,0,1,0,0,4,4,2,-1.0,2,0,0,0,0,0,0,0,0,1,0,0,1
29,4,0,1,5,0,1,0,1,3,4,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
44,2,0,1,6,0,1,1,0,0,2,5,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
30,1,0,2,6,0,1,0,0,0,2,2,-1.0,2,0,0,0,0,0,0,1,0,0,0,0,1
43,2,0,0,3,0,1,0,0,2,3,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
31,3,0,1,0,0,1,1,1,3,2,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
37,1,1,2,3,0,1,0,0,4,4,4,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
28,1,0,1,6,0,1,0,1,3,4,6,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
53,1,0,0,0,0,0,0,1,3,4,7,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
34,1,0,1,3,0,0,0,1,3,4,6,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
38,3,0,1,2,0,0,0,1,3,0,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
41,2,0,1,1,0,1,0,1,3,3,7,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
56,4,0,1,5,0,1,0,1,4,1,6,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,5,0,2,6,0,1,0,0,0,0,1,-1.0,2,0,0,0,0,0,0,0,0,1,0,0,1
55,3,0,1,6,0,0,0,0,1,1,3,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
32,3,0,2,3,0,0,0,0,2,1,7,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
27,1,0,1,3,0,0,0,1,2,0,5,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
33,1,0,1,2,0,1,0,0,4,2,4,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
33,2,1,1,1,0,1,0,0,4,3,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
36,1,0,2,6,0,0,0,0,5,4,3,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
41,3,0,1,5,0,1,0,1,3,4,6,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
45,1,0,2,5,0,1,0,1,4,4,5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,1,0,2,6,0,1,0,0,0,0,7,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
40,3,0,1,6,0,1,0,0,2,1,6,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
31,1,1,2,2,0,0,0,0,4,2,1,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
54,1,0,1,6,0,1,0,0,0,0,1,-1.0,2,0,0,0,1,0,0,0,0,0,0,0,1
29,1,0,1,6,0,1,0,0,1,4,7,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,6,0,1,0,0,2,3,7,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
40,3,0,1,6,0,1,0,0,1,1,3,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,4,0,0,0,0,1,0,0,4,3,7,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
30,1,0,2,3,0,0,0,0,5,0,6,-1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
37,1,1,0,3,0,0,0,0,5,0,6,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
32,1,0,2,6,0,0,0,0,0,4,1,-1.0,2,0,0,0,0,0,0,0,0,0,0,1,1
38,1,0,1,1,0,0,0,0,2,2,4,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
32,2,0,1,6,0,0,0,1,3,4,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
40,2,0,1,3,0,1,1,0,2,1,6,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
56,2,0,1,0,0,1,0,0,5,0,4,-1.0,1,0,0,0,0,0,1,0,0,0,0,0,1
27,1,0,1,6,0,0,0,0,0,1,4,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
26,1,0,2,6,0,0,0,0,4,2,7,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
30,4,0,1,6,0,1,1,0,4,1,7,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
35,1,0,1,6,0,1,1,0,0,2,4,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
56,1,0,1,3,0,0,0,1,6,2,2,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
57,6,0,0,1,0,0,0,0,2,3,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
54,1,0,2,6,0,0,0,0,4,1,3,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
46,1,0,1,6,0,0,0,0,1,0,7,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,1,0,1,6,0,0,0,1,5,0,1,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
30,2,0,2,3,0,1,0,0,4,1,1,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
33,2,0,1,2,0,0,0,0,4,2,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
30,2,0,1,6,0,1,0,1,4,3,6,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,2,0,0,6,0,0,1,0,2,3,6,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
33,1,0,2,2,0,1,0,0,2,3,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
53,1,0,0,6,0,1,0,0,4,1,3,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
47,2,0,1,3,0,0,0,0,0,2,4,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
46,1,0,1,5,0,0,0,0,0,3,2,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
31,3,0,1,0,0,1,1,1,3,2,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
45,2,0,1,1,0,1,0,0,1,1,6,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,1,0,1,3,0,0,0,0,4,1,5,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
43,1,0,1,0,0,0,0,0,4,3,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
39,1,0,1,1,0,0,0,0,2,3,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
35,3,0,0,6,0,0,0,0,1,1,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
27,2,0,2,2,0,1,0,1,0,4,5,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
30,1,0,2,6,0,0,1,0,0,3,5,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
54,1,0,0,6,0,0,0,0,4,3,4,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
27,5,0,2,5,0,0,0,0,2,3,4,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
32,1,0,2,6,0,1,0,0,0,0,7,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
33,1,0,1,2,0,0,0,1,3,4,5,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1
56,3,0,1,6,0,0,0,0,1,4,5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
39,1,0,1,2,0,1,1,0,4,3,4,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
56,4,0,1,5,0,1,0,1,4,1,6,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
45,1,0,1,3,0,1,0,1,4,2,6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,1,0,1,5,0,1,0,1,5,3,4,-1.0,1,0,0,0,0,0,0,0,0,0,0,1,1
26,1,0,2,2,0,0,0,1,4,0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
30,5,0,2,6,0,0,1,1,4,4,6,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
56,3,0,1,6,0,0,0,0,1,4,5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,3,0,2,5,0,0,0,0,0,2,4,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
41,1,0,1,6,0,0,0,0,0,3,4,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
29,1,0,2,3,0,0,0,0,2,0,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
46,1,0,1,1,0,0,0,0,0,2,2,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
33,1,0,1,6,0,1,0,1,6,3,4,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
32,5,0,1,6,0,0,0,0,1,1,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
44,1,0,0,3,0,1,0,0,4,2,5,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
44,1,0,0,3,0,1,0,0,4,2,5,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
51,2,0,1,0,0,1,1,0,4,2,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
50,1,0,1,5,0,0,0,0,5,2,2,-1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
26,2,0,2,3,0,0,0,0,4,1,6,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
36,2,0,2,2,0,1,0,0,4,0,5,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
31,2,0,2,2,0,1,0,0,2,2,7,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
38,1,0,0,6,0,0,0,0,5,3,5,-1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
53,1,0,0,6,0,0,0,0,1,3,5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,2,1,1,1,0,1,0,0,4,3,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
32,1,0,2,6,0,0,0,0,0,2,3,-1.0,2,0,0,0,0,0,0,1,0,0,0,0,1
47,2,0,1,3,0,1,0,0,0,4,6,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
53,3,0,1,5,0,0,0,0,4,1,2,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
54,1,1,1,6,0,0,0,0,4,1,3,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
39,1,0,0,6,0,1,0,0,2,3,7,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
57,4,1,1,2,0,1,0,0,4,1,4,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,1
54,3,1,1,0,0,1,0,0,4,1,3,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
50,2,0,1,0,0,1,0,1,5,3,1,-1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
30,2,0,1,6,0,1,0,1,4,3,6,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
39,1,0,1,1,0,1,0,0,4,2,4,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
52,2,0,0,3,0,0,0,1,3,3,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
28,1,0,2,6,0,0,1,0,4,1,3,-1.0,2,0,0,0,0,0,0,1,0,0,0,0,1
48,1,0,1,6,0,0,0,0,0,2,6,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,1
48,2,0,1,6,0,0,0,0,0,2,3,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,1
42,2,0,2,6,0,1,0,0,2,1,7,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
26,1,0,2,2,0,0,0,0,0,1,5,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
29,1,0,1,6,0,1,1,0,5,0,7,-1.0,1,0,0,0,0,0,0,1,0,0,0,0,1
29,1,0,2,6,0,1,1,0,1,4,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,1,0,1,3,0,0,0,1,5,3,1,-1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
30,3,0,2,5,0,0,0,0,4,4,2,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
50,2,0,1,3,0,1,0,0,1,4,7,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,1,0,0,2,0,0,0,1,3,1,3,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
48,2,0,1,3,0,1,0,0,1,4,7,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,2,0,2,6,0,0,0,0,0,2,2,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
41,1,0,1,1,0,1,0,1,4,4,6,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
55,3,0,1,6,0,0,0,0,1,1,3,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,1,0,2,6,0,1,1,0,5,0,7,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
42,1,0,1,5,0,0,0,0,4,1,3,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
38,1,0,0,6,0,0,0,0,5,3,5,-1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
35,1,0,2,6,0,1,0,0,5,0,5,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
31,1,0,2,6,0,0,0,1,6,2,1,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
39,3,0,1,6,0,0,0,1,3,1,7,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
27,1,0,1,6,0,0,0,0,0,1,4,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
30,1,0,1,6,0,1,1,0,0,3,1,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
35,2,0,1,6,0,0,0,0,0,2,2,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
26,1,0,2,6,0,0,0,0,4,2,7,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
34,2,0,0,6,0,0,0,0,5,0,5,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
38,1,0,1,1,0,1,0,1,4,4,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
54,3,0,1,0,0,1,1,1,2,3,5,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1
45,1,0,1,6,0,0,0,1,5,4,1,-1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
48,3,0,1,2,0,0,0,0,4,2,5,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
32,1,0,1,5,0,1,0,0,2,2,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
27,1,0,2,2,0,1,1,0,4,2,6,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
30,2,0,2,3,0,1,0,0,4,1,1,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
30,1,0,2,6,0,0,0,0,0,2,2,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,1
29,1,0,1,3,0,1,0,0,2,3,6,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
58,1,0,0,5,0,0,0,0,0,2,4,-1.0,2,0,0,0,0,0,1,0,0,0,0,0,1
30,1,0,1,6,0,1,0,0,0,3,4,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
32,2,0,1,3,0,1,0,1,4,4,6,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
26,1,0,2,2,0,1,0,0,4,2,6,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
31,1,1,1,2,0,0,0,0,0,3,0,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
31,2,0,2,5,0,0,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
26,1,0,2,5,0,1,0,0,2,4,5,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
39,1,0,1,6,0,1,0,1,5,4,2,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
39,1,0,1,2,0,1,0,0,0,2,6,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
43,1,1,1,6,0,1,0,0,4,3,4,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
32,2,0,1,2,0,1,0,0,4,3,4,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
47,2,0,2,5,0,1,0,0,0,3,2,-1.0,2,0,0,0,1,0,0,0,0,0,0,0,1
58,2,0,0,6,0,1,0,1,4,0,6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,3,0,2,6,0,0,0,0,0,2,2,-1.0,2,0,0,0,0,0,0,1,0,0,0,0,1
31,1,0,1,0,0,0,0,0,4,4,1,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
31,2,0,2,2,0,1,0,0,2,2,7,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
35,1,0,1,6,0,1,1,0,0,2,4,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
35,1,0,2,6,0,0,0,1,3,2,6,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1
29,4,0,2,6,0,0,0,0,0,2,2,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
35,2,0,2,6,0,1,1,1,3,1,4,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1
57,4,0,1,2,0,0,0,0,1,3,3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,1,0,2,2,0,0,0,0,0,1,5,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
34,1,0,2,6,0,0,0,1,6,3,1,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
41,1,0,1,1,0,0,0,0,0,2,2,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
57,1,0,1,3,0,1,0,0,2,0,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
34,3,0,0,1,0,1,0,0,2,3,7,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
31,1,0,1,1,0,1,0,1,4,0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
49,1,1,1,6,0,1,0,0,0,2,2,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
52,1,0,1,6,0,1,0,0,5,3,4,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
45,1,0,1,6,0,1,0,0,2,4,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
46,5,0,1,6,0,1,0,1,3,1,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
41,1,0,2,3,0,1,0,1,5,2,2,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,1
43,1,0,2,3,0,1,1,0,4,4,6,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
50,1,0,0,3,0,1,0,0,5,2,6,-1.0,1,0,0,0,0,0,1,0,0,0,0,0,1
56,2,0,1,0,0,1,0,0,2,1,6,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1
31,3,0,2,5,0,0,0,0,4,4,5,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,1
33,1,0,1,3,0,1,0,0,4,0,7,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
30,2,0,1,1,0,1,0,1,3,3,4,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
47,2,0,2,5,0,1,0,0,0,3,2,-1.0,2,0,0,0,1,0,0,0,0,0,0,0,1
30,1,0,1,6,0,0,0,0,4,4,5,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,1
28,2,0,2,6,0,0,0,0,4,4,5,-1.0,2,0,0,0,0,0,0,1,0,0,0,0,1
38,1,0,1,3,0,1,1,0,4,2,5,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
39,3,0,2,6,0,0,0,1,3,1,6,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
39,1,0,2,6,0,1,0,1,4,3,7,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
28,5,0,2,6,0,0,0,1,3,2,6,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1
31,1,0,0,6,0,1,0,0,4,1,2,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
41,3,0,1,0,0,0,0,0,2,0,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
30,1,0,2,6,0,0,0,0,1,0,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,1,0,1,6,0,1,0,0,0,2,2,-1.0,2,0,0,0,0,0,0,1,0,0,0,0,1
56,2,0,1,6,0,0,0,0,0,3,1,-1.0,2,0,0,0,0,0,0,1,0,0,0,0,1
45,2,0,1,1,0,1,0,0,5,1,6,-1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
30,1,0,2,6,0,1,1,0,4,1,4,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
30,1,0,1,0,0,1,0,0,0,2,1,-1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
47,4,0,1,5,0,1,0,0,5,2,3,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
57,1,0,1,2,0,0,0,0,4,2,5,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
49,1,1,1,6,0,1,0,0,0,2,2,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
35,1,0,0,2,0,0,0,0,2,3,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
33,3,0,2,3,0,0,0,0,0,2,3,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
35,1,0,0,2,0,0,0,0,2,3,6,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
30,1,0,1,6,0,1,1,0,0,3,1,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
50,3,0,0,6,0,1,1,0,4,4,1,-1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
28,2,0,2,5,0,1,0,0,4,2,4,-1.0,2,0,0,0,0,0,0,0,1,0,0,0,1
58,1,0,1,6,0,1,0,0,4,3,6,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1
